window_id,cycles,class,target_mode,applied_mode,switched,fetched_insts,committed_insts,squashed_insts,branch_mispredicts,commit_blocked_mem_cycles,avg_outstanding_misses_proxy,avg_iq_occupancy,iq_saturation_ratio,branch_recovery_ratio,squash_ratio,commit_activity_ratio,avg_inflight_proxy
1,5000,Serialized-memory dominated,conservative,aggressive,0,3995,3670,211,13,338,29.4146,0.8046,0,0.0056,0.052816,0.918648,4.3058
2,5000,Serialized-memory dominated,conservative,conservative,1,4204,4212,0,0,298,30.283,0.807,0,0,0,1.0019,4.46
3,5000,Serialized-memory dominated,conservative,conservative,0,3638,3649,0,0,3234,27.6968,0.502,0,0,0,1.00302,5.652
4,5000,Serialized-memory dominated,conservative,conservative,0,3536,3548,0,0,3398,28.1062,0.4828,0,0,0,1.00339,5.4904
5,5000,Serialized-memory dominated,conservative,conservative,0,3927,3915,0,0,3227,27.916,0.534,0,0,0,0.996944,5.6372
6,5000,Serialized-memory dominated,conservative,conservative,0,3978,3988,0,0,3217,28.0092,0.5408,0,0,0,1.00251,5.6834
7,5000,Serialized-memory dominated,conservative,conservative,0,3536,3536,0,0,3410,28.1676,0.4826,0,0,0,1,5.4992
8,5000,Serialized-memory dominated,conservative,conservative,0,3944,3944,0,0,3228,27.7544,0.5378,0,0,0,1,5.6708
9,5000,Serialized-memory dominated,conservative,conservative,0,3910,3914,0,0,3245,27.78,0.5338,0,0,0,1.00102,5.662
10,5000,Serialized-memory dominated,conservative,conservative,0,3570,3566,0,0,3394,28.1994,0.485,0,0,0,0.99888,5.4896
11,5000,Serialized-memory dominated,conservative,conservative,0,3944,3944,0,0,3231,27.8564,0.5366,0,0,0,1,5.65
12,5000,Serialized-memory dominated,conservative,conservative,0,3893,3883,0,0,3252,27.8916,0.5298,0,0,0,0.997431,5.6254
13,5000,Serialized-memory dominated,conservative,conservative,0,3570,3570,0,0,3396,28.2212,0.4864,0,0,0,1,5.5098
14,5000,Serialized-memory dominated,conservative,conservative,0,3884,3893,0,0,3252,27.8656,0.53,0,0,0,1.00232,5.6432
15,5000,Serialized-memory dominated,conservative,conservative,0,3885,3886,0,0,3254,27.8436,0.53,0,0,0,1.00026,5.6272
16,5000,Serialized-memory dominated,conservative,conservative,0,3565,3560,0,0,3396,28.0768,0.485,0,0,0,0.998597,5.4894
17,5000,Serialized-memory dominated,conservative,conservative,0,3915,3920,0,0,3239,27.8216,0.5346,0,0,0,1.00128,5.6446
18,5000,Serialized-memory dominated,conservative,conservative,0,3944,3944,0,0,3225,27.8774,0.5374,0,0,0,1,5.674
