experiment,type,simTicks,simInsts,ipc,cpi,runtime_dynamic_power_W,runtime_dynamic_energy_J,total_runtime_energy_J,total_windows,switch_count,gate_leakage_W,hostSeconds,meta_cmd,meta_maxinsts,meta_outdir,meta_run_tag,meta_summary_file,meta_timestamp,meta_workload_args,meta_workload_path,numCycles,result_dir,simOps,simSeconds,subthreshold_leakage_W,meta_num_cores,avg_avg_inflight_proxy,avg_avg_outstanding_misses_proxy,avg_branch_recovery_ratio,avg_commit_activity_ratio,avg_iq_saturation_ratio,avg_squash_ratio,class_Control_dominated_count,class_Control_dominated_pct,class_High_MLP_memory_dominated_count,class_High_MLP_memory_dominated_pct,class_Resource_contention___compute_dominated_count,class_Resource_contention___compute_dominated_pct,meta_window_cycles,mode_aggressive_count,mode_aggressive_pct,mode_conservative_count,mode_conservative_pct,switch_pct,class_Serialized_memory_dominated_count,class_Serialized_memory_dominated_pct,meta_conservative_dispatch_width,meta_conservative_fetch_width,meta_conservative_inflight_cap,meta_conservative_iq_cap,meta_conservative_lsq_cap,meta_conservative_rename_width,meta_extra_params,meta_outdir_base,mode_control_profile_count,mode_control_profile_pct,mode_high_mlp_profile_count,mode_high_mlp_profile_pct,mode_resource_profile_count,mode_resource_profile_pct,mode_serialized_profile_count,mode_serialized_profile_pct
branch_entropy_guard_resmid_5m,adaptive_v2,2549024000,5000001,0.980768,1.019610,,,,1019,480,,25.66,/mnt/c/Users/garsy/Documents/18742project/gem5/build/ARM/gem5.opt --outdir=/mnt/c/Users/garsy/Documents/18742project/gem5/runs/adaptive/v2/branch_entropy_guard_resmid_5m/archive/2026-04-01T23_58_18-04_00 /mnt/c/Users/garsy/Documents/18742project/gem5/configs/deprecated/example/se.py -n 1 --cpu-type=DerivO3CPU --caches --l2cache --mem-size=2GB --maxinsts=5000000 --param system.cpu\[0\].enableStallAdaptive=True --param system.cpu\[0\].adaptiveWindowCycles=5000 --param system.cpu\[0\].adaptiveSwitchHysteresis=1 --param system.cpu\[0\].adaptiveMinModeWindows=1 --param system.cpu\[0\].adaptiveConservativeFetchWidth=2 --param system.cpu\[0\].adaptiveConservativeInflightCap=96 --param system.cpu\[0\].adaptiveConservativeIQCap=0 --param system.cpu\[0\].adaptiveConservativeLSQCap=0 --param system.cpu\[0\].adaptiveConservativeRenameWidth=0 --param system.cpu\[0\].adaptiveConservativeDispatchWidth=0 --param system.cpu\[0\].adaptiveMemBlockRatioThres=0.12 --param system.cpu\[0\].adaptiveOutstandingMissThres=12 -c /mnt/c/Users/garsy/Documents/18742project/gem5/workloads/branch_entropy/bin/arm/linux/branch_entropy --param system.cpu\[0\].adaptiveUseClassProfiles=True --param system.cpu\[0\].adaptiveHighMLPMaxInflightProxy=32 --param system.cpu\[0\].adaptiveResourceInflightCap=96 --param system.cpu\[0\].adaptiveResourceRenameWidth=5 --param system.cpu\[0\].adaptiveResourceDispatchWidth=5,5000000,/mnt/c/Users/garsy/Documents/18742project/gem5/runs/adaptive/v2/branch_entropy_guard_resmid_5m/archive/2026-04-01T23_58_18-04_00,branch_entropy_guard_resmid_5m,,2026-04-01T23:58:18-04:00,,/mnt/c/Users/garsy/Documents/18742project/gem5/workloads/branch_entropy/bin/arm/linux/branch_entropy,5098049,C:\Users\garsy\Documents\18742project\gem5\runs\adaptive\v2\branch_entropy_guard_resmid_5m\archive\2026-04-01T23_58_18-04_00,5584198,0.002549,,,36.731993,7.010180,0.080286,0.611475,0.003027,0.289712,,,,,538,52.80,5000,1,0.10,,,47.11,481,47.20,,,,,,,,/mnt/c/Users/garsy/Documents/18742project/gem5/runs/adaptive/v2,,,,,538,52.80,480,47.11
branch_entropy_guard_restight_5m,adaptive_v2,2555797000,5000001,0.978168,1.022319,,,,1022,480,,27.14,/mnt/c/Users/garsy/Documents/18742project/gem5/build/ARM/gem5.opt --outdir=/mnt/c/Users/garsy/Documents/18742project/gem5/runs/adaptive/v2/branch_entropy_guard_restight_5m/archive/2026-04-01T23_57_48-04_00 /mnt/c/Users/garsy/Documents/18742project/gem5/configs/deprecated/example/se.py -n 1 --cpu-type=DerivO3CPU --caches --l2cache --mem-size=2GB --maxinsts=5000000 --param system.cpu\[0\].enableStallAdaptive=True --param system.cpu\[0\].adaptiveWindowCycles=5000 --param system.cpu\[0\].adaptiveSwitchHysteresis=1 --param system.cpu\[0\].adaptiveMinModeWindows=1 --param system.cpu\[0\].adaptiveConservativeFetchWidth=2 --param system.cpu\[0\].adaptiveConservativeInflightCap=96 --param system.cpu\[0\].adaptiveConservativeIQCap=0 --param system.cpu\[0\].adaptiveConservativeLSQCap=0 --param system.cpu\[0\].adaptiveConservativeRenameWidth=0 --param system.cpu\[0\].adaptiveConservativeDispatchWidth=0 --param system.cpu\[0\].adaptiveMemBlockRatioThres=0.12 --param system.cpu\[0\].adaptiveOutstandingMissThres=12 -c /mnt/c/Users/garsy/Documents/18742project/gem5/workloads/branch_entropy/bin/arm/linux/branch_entropy --param system.cpu\[0\].adaptiveUseClassProfiles=True --param system.cpu\[0\].adaptiveHighMLPMaxInflightProxy=32 --param system.cpu\[0\].adaptiveResourceInflightCap=112 --param system.cpu\[0\].adaptiveResourceRenameWidth=5 --param system.cpu\[0\].adaptiveResourceDispatchWidth=5,5000000,/mnt/c/Users/garsy/Documents/18742project/gem5/runs/adaptive/v2/branch_entropy_guard_restight_5m/archive/2026-04-01T23_57_48-04_00,branch_entropy_guard_restight_5m,,2026-04-01T23:57:48-04:00,,/mnt/c/Users/garsy/Documents/18742project/gem5/workloads/branch_entropy/bin/arm/linux/branch_entropy,5111595,C:\Users\garsy\Documents\18742project\gem5\runs\adaptive\v2\branch_entropy_guard_restight_5m\archive\2026-04-01T23_57_48-04_00,5584198,0.002556,,,38.436737,7.213322,0.083558,0.598174,0.009952,0.288717,,,,,542,53.03,5000,1,0.10,,,46.97,480,46.97,,,,,,,,/mnt/c/Users/garsy/Documents/18742project/gem5/runs/adaptive/v2,,,,,539,52.74,482,47.16
branch_entropy_guardthr24_5m,adaptive_v2,2556502000,5000001,0.977899,1.022601,,,,1022,480,,21.82,/mnt/c/Users/garsy/Documents/18742project/gem5/build/ARM/gem5.opt --outdir=/mnt/c/Users/garsy/Documents/18742project/gem5/runs/adaptive/v2/branch_entropy_guardthr24_5m/archive/2026-04-01T23_51_34-04_00 /mnt/c/Users/garsy/Documents/18742project/gem5/configs/deprecated/example/se.py -n 1 --cpu-type=DerivO3CPU --caches --l2cache --mem-size=2GB --maxinsts=5000000 --param system.cpu\[0\].enableStallAdaptive=True --param system.cpu\[0\].adaptiveWindowCycles=5000 --param system.cpu\[0\].adaptiveSwitchHysteresis=1 --param system.cpu\[0\].adaptiveMinModeWindows=1 --param system.cpu\[0\].adaptiveConservativeFetchWidth=2 --param system.cpu\[0\].adaptiveConservativeInflightCap=96 --param system.cpu\[0\].adaptiveConservativeIQCap=0 --param system.cpu\[0\].adaptiveConservativeLSQCap=0 --param system.cpu\[0\].adaptiveConservativeRenameWidth=0 --param system.cpu\[0\].adaptiveConservativeDispatchWidth=0 --param system.cpu\[0\].adaptiveMemBlockRatioThres=0.12 --param system.cpu\[0\].adaptiveOutstandingMissThres=12 -c /mnt/c/Users/garsy/Documents/18742project/gem5/workloads/branch_entropy/bin/arm/linux/branch_entropy --param system.cpu\[0\].adaptiveUseClassProfiles=True --param system.cpu\[0\].adaptiveHighMLPMaxInflightProxy=24,5000000,/mnt/c/Users/garsy/Documents/18742project/gem5/runs/adaptive/v2/branch_entropy_guardthr24_5m/archive/2026-04-01T23_51_34-04_00,branch_entropy_guardthr24_5m,,2026-04-01T23:51:34-04:00,,/mnt/c/Users/garsy/Documents/18742project/gem5/workloads/branch_entropy/bin/arm/linux/branch_entropy,5113005,C:\Users\garsy\Documents\18742project\gem5\runs\adaptive\v2\branch_entropy_guardthr24_5m\archive\2026-04-01T23_51_34-04_00,5584198,0.002557,,,39.657963,7.385315,0.086011,0.587135,0.014716,0.285189,,,,,544,53.23,5000,1,0.10,,,46.97,478,46.77,,,,,,,,/mnt/c/Users/garsy/Documents/18742project/gem5/runs/adaptive/v2,,,,,540,52.84,481,47.06
branch_entropy_guardthr32_5m,adaptive_v2,2556502000,5000001,0.977899,1.022601,,,,1022,480,,20.84,/mnt/c/Users/garsy/Documents/18742project/gem5/build/ARM/gem5.opt --outdir=/mnt/c/Users/garsy/Documents/18742project/gem5/runs/adaptive/v2/branch_entropy_guardthr32_5m/archive/2026-04-01T23_52_35-04_00 /mnt/c/Users/garsy/Documents/18742project/gem5/configs/deprecated/example/se.py -n 1 --cpu-type=DerivO3CPU --caches --l2cache --mem-size=2GB --maxinsts=5000000 --param system.cpu\[0\].enableStallAdaptive=True --param system.cpu\[0\].adaptiveWindowCycles=5000 --param system.cpu\[0\].adaptiveSwitchHysteresis=1 --param system.cpu\[0\].adaptiveMinModeWindows=1 --param system.cpu\[0\].adaptiveConservativeFetchWidth=2 --param system.cpu\[0\].adaptiveConservativeInflightCap=96 --param system.cpu\[0\].adaptiveConservativeIQCap=0 --param system.cpu\[0\].adaptiveConservativeLSQCap=0 --param system.cpu\[0\].adaptiveConservativeRenameWidth=0 --param system.cpu\[0\].adaptiveConservativeDispatchWidth=0 --param system.cpu\[0\].adaptiveMemBlockRatioThres=0.12 --param system.cpu\[0\].adaptiveOutstandingMissThres=12 -c /mnt/c/Users/garsy/Documents/18742project/gem5/workloads/branch_entropy/bin/arm/linux/branch_entropy --param system.cpu\[0\].adaptiveUseClassProfiles=True --param system.cpu\[0\].adaptiveHighMLPMaxInflightProxy=32,5000000,/mnt/c/Users/garsy/Documents/18742project/gem5/runs/adaptive/v2/branch_entropy_guardthr32_5m/archive/2026-04-01T23_52_35-04_00,branch_entropy_guardthr32_5m,,2026-04-01T23:52:35-04:00,,/mnt/c/Users/garsy/Documents/18742project/gem5/workloads/branch_entropy/bin/arm/linux/branch_entropy,5113005,C:\Users\garsy\Documents\18742project\gem5\runs\adaptive\v2\branch_entropy_guardthr32_5m\archive\2026-04-01T23_52_35-04_00,5584198,0.002557,,,39.657963,7.385315,0.086011,0.587135,0.014716,0.285189,,,,,544,53.23,5000,1,0.10,,,46.97,478,46.77,,,,,,,,/mnt/c/Users/garsy/Documents/18742project/gem5/runs/adaptive/v2,,,,,540,52.84,481,47.06
branch_entropy_guardthr40_5m,adaptive_v2,2556502000,5000001,0.977899,1.022601,,,,1022,480,,20.71,/mnt/c/Users/garsy/Documents/18742project/gem5/build/ARM/gem5.opt --outdir=/mnt/c/Users/garsy/Documents/18742project/gem5/runs/adaptive/v2/branch_entropy_guardthr40_5m/archive/2026-04-01T23_53_33-04_00 /mnt/c/Users/garsy/Documents/18742project/gem5/configs/deprecated/example/se.py -n 1 --cpu-type=DerivO3CPU --caches --l2cache --mem-size=2GB --maxinsts=5000000 --param system.cpu\[0\].enableStallAdaptive=True --param system.cpu\[0\].adaptiveWindowCycles=5000 --param system.cpu\[0\].adaptiveSwitchHysteresis=1 --param system.cpu\[0\].adaptiveMinModeWindows=1 --param system.cpu\[0\].adaptiveConservativeFetchWidth=2 --param system.cpu\[0\].adaptiveConservativeInflightCap=96 --param system.cpu\[0\].adaptiveConservativeIQCap=0 --param system.cpu\[0\].adaptiveConservativeLSQCap=0 --param system.cpu\[0\].adaptiveConservativeRenameWidth=0 --param system.cpu\[0\].adaptiveConservativeDispatchWidth=0 --param system.cpu\[0\].adaptiveMemBlockRatioThres=0.12 --param system.cpu\[0\].adaptiveOutstandingMissThres=12 -c /mnt/c/Users/garsy/Documents/18742project/gem5/workloads/branch_entropy/bin/arm/linux/branch_entropy --param system.cpu\[0\].adaptiveUseClassProfiles=True --param system.cpu\[0\].adaptiveHighMLPMaxInflightProxy=40,5000000,/mnt/c/Users/garsy/Documents/18742project/gem5/runs/adaptive/v2/branch_entropy_guardthr40_5m/archive/2026-04-01T23_53_33-04_00,branch_entropy_guardthr40_5m,,2026-04-01T23:53:33-04:00,,/mnt/c/Users/garsy/Documents/18742project/gem5/workloads/branch_entropy/bin/arm/linux/branch_entropy,5113005,C:\Users\garsy\Documents\18742project\gem5\runs\adaptive\v2\branch_entropy_guardthr40_5m\archive\2026-04-01T23_53_33-04_00,5584198,0.002557,,,39.657963,7.385315,0.086011,0.587135,0.014716,0.285189,,,,,544,53.23,5000,1,0.10,,,46.97,478,46.77,,,,,,,,/mnt/c/Users/garsy/Documents/18742project/gem5/runs/adaptive/v2,,,,,540,52.84,481,47.06
branch_entropy_legacy_5m_ref,adaptive_v2,2599085500,5000003,0.961877,1.039634,,,,1039,300,,21.82,/mnt/c/Users/garsy/Documents/18742project/gem5/build/ARM/gem5.opt --outdir=/mnt/c/Users/garsy/Documents/18742project/gem5/runs/adaptive/v2/branch_entropy_legacy_5m_ref/archive/2026-04-01T22_41_02-04_00 /mnt/c/Users/garsy/Documents/18742project/gem5/configs/deprecated/example/se.py -n 1 --cpu-type=DerivO3CPU --caches --l2cache --mem-size=2GB --maxinsts=5000000 --param system.cpu\[0\].enableStallAdaptive=True --param system.cpu\[0\].adaptiveWindowCycles=5000 --param system.cpu\[0\].adaptiveSwitchHysteresis=1 --param system.cpu\[0\].adaptiveMinModeWindows=1 --param system.cpu\[0\].adaptiveConservativeFetchWidth=2 --param system.cpu\[0\].adaptiveConservativeInflightCap=96 --param system.cpu\[0\].adaptiveConservativeIQCap=0 --param system.cpu\[0\].adaptiveConservativeLSQCap=0 --param system.cpu\[0\].adaptiveConservativeRenameWidth=0 --param system.cpu\[0\].adaptiveConservativeDispatchWidth=0 --param system.cpu\[0\].adaptiveMemBlockRatioThres=0.12 --param system.cpu\[0\].adaptiveOutstandingMissThres=12 -c /mnt/c/Users/garsy/Documents/18742project/gem5/workloads/branch_entropy/bin/arm/linux/branch_entropy,5000000,/mnt/c/Users/garsy/Documents/18742project/gem5/runs/adaptive/v2/branch_entropy_legacy_5m_ref/archive/2026-04-01T22_41_02-04_00,branch_entropy_legacy_5m_ref,,2026-04-01T22:41:02-04:00,,/mnt/c/Users/garsy/Documents/18742project/gem5/workloads/branch_entropy/bin/arm/linux/branch_entropy,5198172,C:\Users\garsy\Documents\18742project\gem5\runs\adaptive\v2\branch_entropy_legacy_5m_ref\archive\2026-04-01T22_41_02-04_00,5584203,0.002599,,,55.325604,10.050556,0.117439,0.515748,0.057410,0.363734,64,6.16,470,45.24,360,34.65,5000,739,71.13,300,28.87,28.87,145,13.96,,,,,,,,/mnt/c/Users/garsy/Documents/18742project/gem5/runs/adaptive/v2,,,,,,,,
branch_entropy_legacy_pair_smoke,adaptive_v2,135532000,500001,1.844580,0.542129,,,,54,0,,0.87,/mnt/c/Users/garsy/Documents/18742project/gem5/build/ARM/gem5.opt --outdir=/mnt/c/Users/garsy/Documents/18742project/gem5/runs/adaptive/v2/branch_entropy_legacy_pair_smoke/archive/2026-04-01T22_20_08-04_00 /mnt/c/Users/garsy/Documents/18742project/gem5/configs/deprecated/example/se.py -n 1 --cpu-type=DerivO3CPU --caches --l2cache --mem-size=2GB --maxinsts=500000 --param system.cpu\[0\].enableStallAdaptive=True --param system.cpu\[0\].adaptiveWindowCycles=5000 --param system.cpu\[0\].adaptiveSwitchHysteresis=1 --param system.cpu\[0\].adaptiveMinModeWindows=1 --param system.cpu\[0\].adaptiveConservativeFetchWidth=2 --param system.cpu\[0\].adaptiveConservativeInflightCap=96 --param system.cpu\[0\].adaptiveConservativeIQCap=0 --param system.cpu\[0\].adaptiveConservativeLSQCap=0 --param system.cpu\[0\].adaptiveConservativeRenameWidth=0 --param system.cpu\[0\].adaptiveConservativeDispatchWidth=0 --param system.cpu\[0\].adaptiveMemBlockRatioThres=0.12 --param system.cpu\[0\].adaptiveOutstandingMissThres=12 -c /mnt/c/Users/garsy/Documents/18742project/gem5/workloads/branch_entropy/bin/arm/linux/branch_entropy,500000,/mnt/c/Users/garsy/Documents/18742project/gem5/runs/adaptive/v2/branch_entropy_legacy_pair_smoke/archive/2026-04-01T22_20_08-04_00,branch_entropy_legacy_pair_smoke,,2026-04-01T22:20:08-04:00,,/mnt/c/Users/garsy/Documents/18742project/gem5/workloads/branch_entropy/bin/arm/linux/branch_entropy,271065,C:\Users\garsy\Documents\18742project\gem5\runs\adaptive\v2\branch_entropy_legacy_pair_smoke\archive\2026-04-01T22_20_08-04_00,529420,0.000136,,,79.644733,14.197152,0.000156,0.999268,0.000000,0.000491,,,,,54,100.00,5000,54,100.00,,,0.00,,,,,,,,,,/mnt/c/Users/garsy/Documents/18742project/gem5/runs/adaptive/v2,,,,,,,,
branch_entropy_resmod_5m,adaptive_v2,2627540000,5000001,0.951460,1.051016,,,,1050,13,,24.67,/mnt/c/Users/garsy/Documents/18742project/gem5/build/ARM/gem5.opt --outdir=/mnt/c/Users/garsy/Documents/18742project/gem5/runs/adaptive/v2/branch_entropy_resmod_5m/archive/2026-04-02T11_47_14-04_00 /mnt/c/Users/garsy/Documents/18742project/gem5/configs/deprecated/example/se.py -n 1 --cpu-type=DerivO3CPU --caches --l2cache --mem-size=2GB --maxinsts=5000000 --param system.cpu\[0\].enableStallAdaptive=True --param system.cpu\[0\].adaptiveWindowCycles=5000 --param system.cpu\[0\].adaptiveSwitchHysteresis=1 --param system.cpu\[0\].adaptiveMinModeWindows=1 --param system.cpu\[0\].adaptiveConservativeFetchWidth=2 --param system.cpu\[0\].adaptiveConservativeInflightCap=96 --param system.cpu\[0\].adaptiveConservativeIQCap=0 --param system.cpu\[0\].adaptiveConservativeLSQCap=0 --param system.cpu\[0\].adaptiveConservativeRenameWidth=0 --param system.cpu\[0\].adaptiveConservativeDispatchWidth=0 --param system.cpu\[0\].adaptiveMemBlockRatioThres=0.12 --param system.cpu\[0\].adaptiveOutstandingMissThres=12 -c /mnt/c/Users/garsy/Documents/18742project/gem5/workloads/branch_entropy/bin/arm/linux/branch_entropy --param system.cpu\[0\].adaptiveUseClassProfiles=True --param system.cpu\[0\].adaptiveResourceFetchWidth=2 --param system.cpu\[0\].adaptiveResourceInflightCap=96 --param system.cpu\[0\].adaptiveResourceRenameWidth=4 --param system.cpu\[0\].adaptiveResourceDispatchWidth=4,5000000,/mnt/c/Users/garsy/Documents/18742project/gem5/runs/adaptive/v2/branch_entropy_resmod_5m/archive/2026-04-02T11_47_14-04_00,branch_entropy_resmod_5m,,2026-04-02T11:47:14-04:00,,/mnt/c/Users/garsy/Documents/18742project/gem5/workloads/branch_entropy/bin/arm/linux/branch_entropy,5255081,C:\Users\garsy\Documents\18742project\gem5\runs\adaptive\v2\branch_entropy_resmod_5m\archive\2026-04-02T11_47_14-04_00,5584198,0.002628,,,16.887353,4.037101,0.042888,0.738027,0.000000,0.200117,,,,,1044,99.43,5000,1,0.10,,,1.24,6,0.57,,,,,,,,/mnt/c/Users/garsy/Documents/18742project/gem5/runs/adaptive/v2,,,,,1037,98.76,12,1.14
branch_entropy_resource_split_5m,adaptive_v2,2549024000,5000001,0.980768,1.019610,,,,1019,480,,22.64,/mnt/c/Users/garsy/Documents/18742project/gem5/build/ARM/gem5.opt --outdir=/mnt/c/Users/garsy/Documents/18742project/gem5/runs/adaptive/v2/branch_entropy_resource_split_5m/archive/2026-04-02T11_43_44-04_00 /mnt/c/Users/garsy/Documents/18742project/gem5/configs/deprecated/example/se.py -n 1 --cpu-type=DerivO3CPU --caches --l2cache --mem-size=2GB --maxinsts=5000000 --param system.cpu\[0\].enableStallAdaptive=True --param system.cpu\[0\].adaptiveWindowCycles=5000 --param system.cpu\[0\].adaptiveSwitchHysteresis=1 --param system.cpu\[0\].adaptiveMinModeWindows=1 --param system.cpu\[0\].adaptiveConservativeFetchWidth=2 --param system.cpu\[0\].adaptiveConservativeInflightCap=96 --param system.cpu\[0\].adaptiveConservativeIQCap=0 --param system.cpu\[0\].adaptiveConservativeLSQCap=0 --param system.cpu\[0\].adaptiveConservativeRenameWidth=0 --param system.cpu\[0\].adaptiveConservativeDispatchWidth=0 --param system.cpu\[0\].adaptiveMemBlockRatioThres=0.12 --param system.cpu\[0\].adaptiveOutstandingMissThres=12 -c /mnt/c/Users/garsy/Documents/18742project/gem5/workloads/branch_entropy/bin/arm/linux/branch_entropy --param system.cpu\[0\].adaptiveUseClassProfiles=True,5000000,/mnt/c/Users/garsy/Documents/18742project/gem5/runs/adaptive/v2/branch_entropy_resource_split_5m/archive/2026-04-02T11_43_44-04_00,branch_entropy_resource_split_5m,,2026-04-02T11:43:44-04:00,,/mnt/c/Users/garsy/Documents/18742project/gem5/workloads/branch_entropy/bin/arm/linux/branch_entropy,5098049,C:\Users\garsy\Documents\18742project\gem5\runs\adaptive\v2\branch_entropy_resource_split_5m\archive\2026-04-02T11_43_44-04_00,5584198,0.002549,,,36.731993,7.010180,0.080286,0.611475,0.003027,0.289712,,,,,538,52.80,5000,1,0.10,,,47.11,481,47.20,,,,,,,,/mnt/c/Users/garsy/Documents/18742project/gem5/runs/adaptive/v2,,,,,538,52.80,480,47.11
branch_entropy_restight_5m,adaptive_v2,2627439000,5000001,0.951497,1.050976,,,,1050,13,,24.61,/mnt/c/Users/garsy/Documents/18742project/gem5/build/ARM/gem5.opt --outdir=/mnt/c/Users/garsy/Documents/18742project/gem5/runs/adaptive/v2/branch_entropy_restight_5m/archive/2026-04-02T11_47_14-04_00 /mnt/c/Users/garsy/Documents/18742project/gem5/configs/deprecated/example/se.py -n 1 --cpu-type=DerivO3CPU --caches --l2cache --mem-size=2GB --maxinsts=5000000 --param system.cpu\[0\].enableStallAdaptive=True --param system.cpu\[0\].adaptiveWindowCycles=5000 --param system.cpu\[0\].adaptiveSwitchHysteresis=1 --param system.cpu\[0\].adaptiveMinModeWindows=1 --param system.cpu\[0\].adaptiveConservativeFetchWidth=2 --param system.cpu\[0\].adaptiveConservativeInflightCap=96 --param system.cpu\[0\].adaptiveConservativeIQCap=0 --param system.cpu\[0\].adaptiveConservativeLSQCap=0 --param system.cpu\[0\].adaptiveConservativeRenameWidth=0 --param system.cpu\[0\].adaptiveConservativeDispatchWidth=0 --param system.cpu\[0\].adaptiveMemBlockRatioThres=0.12 --param system.cpu\[0\].adaptiveOutstandingMissThres=12 -c /mnt/c/Users/garsy/Documents/18742project/gem5/workloads/branch_entropy/bin/arm/linux/branch_entropy --param system.cpu\[0\].adaptiveUseClassProfiles=True --param system.cpu\[0\].adaptiveResourceFetchWidth=2 --param system.cpu\[0\].adaptiveResourceInflightCap=80 --param system.cpu\[0\].adaptiveResourceRenameWidth=4 --param system.cpu\[0\].adaptiveResourceDispatchWidth=4,5000000,/mnt/c/Users/garsy/Documents/18742project/gem5/runs/adaptive/v2/branch_entropy_restight_5m/archive/2026-04-02T11_47_14-04_00,branch_entropy_restight_5m,,2026-04-02T11:47:14-04:00,,/mnt/c/Users/garsy/Documents/18742project/gem5/workloads/branch_entropy/bin/arm/linux/branch_entropy,5254879,C:\Users\garsy\Documents\18742project\gem5\runs\adaptive\v2\branch_entropy_restight_5m\archive\2026-04-02T11_47_14-04_00,5584198,0.002627,,,16.777173,4.022065,0.042603,0.739486,0.000000,0.198868,,,,,1044,99.43,5000,1,0.10,,,1.24,6,0.57,,,,,,,,/mnt/c/Users/garsy/Documents/18742project/gem5/runs/adaptive/v2,,,,,1037,98.76,12,1.14
branch_entropy_sermod_5m,adaptive_v2,2557830500,5000003,0.977391,1.023132,,,,1022,481,,28.81,/mnt/c/Users/garsy/Documents/18742project/gem5/build/ARM/gem5.opt.bak_20260402_010655 --outdir=/mnt/c/Users/garsy/Documents/18742project/gem5/runs/adaptive/v2/branch_entropy_sermod_5m/archive/2026-04-02T11_49_13-04_00 /mnt/c/Users/garsy/Documents/18742project/gem5/configs/deprecated/example/se.py -n 1 --cpu-type=DerivO3CPU --caches --l2cache --mem-size=2GB --maxinsts=5000000 --param system.cpu\[0\].enableStallAdaptive=True --param system.cpu\[0\].adaptiveWindowCycles=5000 --param system.cpu\[0\].adaptiveSwitchHysteresis=1 --param system.cpu\[0\].adaptiveMinModeWindows=1 --param system.cpu\[0\].adaptiveConservativeFetchWidth=2 --param system.cpu\[0\].adaptiveConservativeInflightCap=96 --param system.cpu\[0\].adaptiveConservativeIQCap=0 --param system.cpu\[0\].adaptiveConservativeLSQCap=0 --param system.cpu\[0\].adaptiveConservativeRenameWidth=0 --param system.cpu\[0\].adaptiveConservativeDispatchWidth=0 --param system.cpu\[0\].adaptiveMemBlockRatioThres=0.12 --param system.cpu\[0\].adaptiveOutstandingMissThres=12 -c /mnt/c/Users/garsy/Documents/18742project/gem5/workloads/branch_entropy/bin/arm/linux/branch_entropy --param system.cpu\[0\].adaptiveUseClassProfiles=True --param system.cpu\[0\].adaptiveSerializedInflightCap=56 --param system.cpu\[0\].adaptiveSerializedRenameWidth=3 --param system.cpu\[0\].adaptiveSerializedDispatchWidth=3,5000000,/mnt/c/Users/garsy/Documents/18742project/gem5/runs/adaptive/v2/branch_entropy_sermod_5m/archive/2026-04-02T11_49_13-04_00,branch_entropy_sermod_5m,,2026-04-02T11:49:13-04:00,,/mnt/c/Users/garsy/Documents/18742project/gem5/workloads/branch_entropy/bin/arm/linux/branch_entropy,5115662,C:\Users\garsy\Documents\18742project\gem5\runs\adaptive\v2\branch_entropy_sermod_5m\archive\2026-04-02T11_49_13-04_00,5584203,0.002558,,,36.524582,6.974854,0.079642,0.611275,0.002980,0.286993,,,,,540,52.84,5000,1,0.10,,,47.06,482,47.16,,,,,,,,/mnt/c/Users/garsy/Documents/18742project/gem5/runs/adaptive/v2,,,,,540,52.84,481,47.06
branch_entropy_sertight_5m,adaptive_v2,2556819500,5000001,0.977777,1.022728,,,,1022,482,,28.69,/mnt/c/Users/garsy/Documents/18742project/gem5/build/ARM/gem5.opt.bak_20260402_010655 --outdir=/mnt/c/Users/garsy/Documents/18742project/gem5/runs/adaptive/v2/branch_entropy_sertight_5m/archive/2026-04-02T11_49_13-04_00 /mnt/c/Users/garsy/Documents/18742project/gem5/configs/deprecated/example/se.py -n 1 --cpu-type=DerivO3CPU --caches --l2cache --mem-size=2GB --maxinsts=5000000 --param system.cpu\[0\].enableStallAdaptive=True --param system.cpu\[0\].adaptiveWindowCycles=5000 --param system.cpu\[0\].adaptiveSwitchHysteresis=1 --param system.cpu\[0\].adaptiveMinModeWindows=1 --param system.cpu\[0\].adaptiveConservativeFetchWidth=2 --param system.cpu\[0\].adaptiveConservativeInflightCap=96 --param system.cpu\[0\].adaptiveConservativeIQCap=0 --param system.cpu\[0\].adaptiveConservativeLSQCap=0 --param system.cpu\[0\].adaptiveConservativeRenameWidth=0 --param system.cpu\[0\].adaptiveConservativeDispatchWidth=0 --param system.cpu\[0\].adaptiveMemBlockRatioThres=0.12 --param system.cpu\[0\].adaptiveOutstandingMissThres=12 -c /mnt/c/Users/garsy/Documents/18742project/gem5/workloads/branch_entropy/bin/arm/linux/branch_entropy --param system.cpu\[0\].adaptiveUseClassProfiles=True --param system.cpu\[0\].adaptiveSerializedInflightCap=48 --param system.cpu\[0\].adaptiveSerializedRenameWidth=3 --param system.cpu\[0\].adaptiveSerializedDispatchWidth=3,5000000,/mnt/c/Users/garsy/Documents/18742project/gem5/runs/adaptive/v2/branch_entropy_sertight_5m/archive/2026-04-02T11_49_13-04_00,branch_entropy_sertight_5m,,2026-04-02T11:49:13-04:00,,/mnt/c/Users/garsy/Documents/18742project/gem5/workloads/branch_entropy/bin/arm/linux/branch_entropy,5113640,C:\Users\garsy\Documents\18742project\gem5\runs\adaptive\v2\branch_entropy_sertight_5m\archive\2026-04-02T11_49_13-04_00,5584198,0.002557,,,36.205719,6.921069,0.078394,0.618795,0.003026,0.282194,,,,,541,52.94,5000,1,0.10,,,47.16,481,47.06,,,,,,,,/mnt/c/Users/garsy/Documents/18742project/gem5/runs/adaptive/v2,,,,,540,52.84,481,47.06
