experiment,type,simTicks,simInsts,ipc,cpi,runtime_dynamic_power_W,runtime_dynamic_energy_J,total_runtime_energy_J,total_windows,switch_count,gate_leakage_W,hostSeconds,meta_cmd,meta_maxinsts,meta_outdir,meta_run_tag,meta_summary_file,meta_timestamp,meta_workload_args,meta_workload_path,numCycles,result_dir,simOps,simSeconds,subthreshold_leakage_W,meta_num_cores,avg_avg_inflight_proxy,avg_avg_outstanding_misses_proxy,avg_branch_recovery_ratio,avg_commit_activity_ratio,avg_iq_saturation_ratio,avg_squash_ratio,class_Control_dominated_count,class_Control_dominated_pct,class_High_MLP_memory_dominated_count,class_High_MLP_memory_dominated_pct,class_Resource_contention___compute_dominated_count,class_Resource_contention___compute_dominated_pct,meta_window_cycles,mode_aggressive_count,mode_aggressive_pct,mode_conservative_count,mode_conservative_pct,switch_pct,class_Serialized_memory_dominated_count,class_Serialized_memory_dominated_pct,meta_conservative_dispatch_width,meta_conservative_fetch_width,meta_conservative_inflight_cap,meta_conservative_iq_cap,meta_conservative_lsq_cap,meta_conservative_rename_width,meta_extra_params,meta_outdir_base,mode_control_profile_count,mode_control_profile_pct,mode_high_mlp_profile_count,mode_high_mlp_profile_pct,mode_resource_profile_count,mode_resource_profile_pct,mode_serialized_profile_count,mode_serialized_profile_pct
fetch_bandwidth_stress,adaptive_v2,2373938500,5000007,1.053104,0.949574,,,,949,0,,15.12,/mnt/c/Users/garsy/Documents/18742project/gem5/build/ARM/gem5.opt --outdir=/mnt/c/Users/garsy/Documents/18742project/gem5/runs/adaptive/v2/fetch_bandwidth_stress/latest /mnt/c/Users/garsy/Documents/18742project/gem5/configs/deprecated/example/se.py -n 1 --cpu-type=DerivO3CPU --caches --l2cache --mem-size=2GB --maxinsts=5000000 --param system.cpu\[0\].enableStallAdaptive=True --param system.cpu\[0\].adaptiveWindowCycles=5000 --param system.cpu\[0\].adaptiveSwitchHysteresis=1 --param system.cpu\[0\].adaptiveMinModeWindows=1 --param system.cpu\[0\].adaptiveConservativeFetchWidth=2 --param system.cpu\[0\].adaptiveConservativeInflightCap=96 --param system.cpu\[0\].adaptiveConservativeIQCap=0 --param system.cpu\[0\].adaptiveConservativeLSQCap=0 --param system.cpu\[0\].adaptiveConservativeRenameWidth=0 --param system.cpu\[0\].adaptiveConservativeDispatchWidth=0 --param system.cpu\[0\].adaptiveMemBlockRatioThres=0.12 --param system.cpu\[0\].adaptiveOutstandingMissThres=12 -c workloads/fetch_bandwidth_stress/bin/arm/linux/fetch_bandwidth_stress --options=100000\ 1,5000000,/mnt/c/Users/garsy/Documents/18742project/gem5/runs/adaptive/v2/fetch_bandwidth_stress/latest,fetch_bandwidth_stress,/mnt/c/Users/garsy/Documents/18742project/gem5/runs/adaptive/v2/fetch_bandwidth_stress/latest/adaptive_config_summary.md,2026-04-13T08:55:50-04:00,100000 1,workloads/fetch_bandwidth_stress/bin/arm/linux/fetch_bandwidth_stress,4747878,C:\Users\garsy\Documents\18742project\gem5\runs\adaptive\v2\fetch_bandwidth_stress\latest,5000016,0.002374,,,76.088376,48.368857,0.000309,0.997939,0.000000,0.001157,,,,,949,100.00,5000,949,100.00,,,0.00,,,0,2,96,0,0,0,,,,,,,,,,
fetch_bw_fw2_test,adaptive_v2,2373938500,5000007,1.053104,0.949574,,,,949,0,,14.93,/mnt/c/Users/garsy/Documents/18742project/gem5/build/ARM/gem5.opt --outdir=/mnt/c/Users/garsy/Documents/18742project/gem5/runs/adaptive/v2/fetch_bw_fw2_test/latest /mnt/c/Users/garsy/Documents/18742project/gem5/configs/deprecated/example/se.py -n 1 --cpu-type=DerivO3CPU --caches --l2cache --mem-size=2GB --maxinsts=5000000 --param system.cpu\[0\].enableStallAdaptive=True --param system.cpu\[0\].adaptiveWindowCycles=5000 --param system.cpu\[0\].adaptiveSwitchHysteresis=1 --param system.cpu\[0\].adaptiveMinModeWindows=1 --param system.cpu\[0\].adaptiveConservativeFetchWidth=2 --param system.cpu\[0\].adaptiveConservativeInflightCap=96 --param system.cpu\[0\].adaptiveConservativeIQCap=0 --param system.cpu\[0\].adaptiveConservativeLSQCap=0 --param system.cpu\[0\].adaptiveConservativeRenameWidth=0 --param system.cpu\[0\].adaptiveConservativeDispatchWidth=0 --param system.cpu\[0\].adaptiveMemBlockRatioThres=0.12 --param system.cpu\[0\].adaptiveOutstandingMissThres=12 -c workloads/fetch_bandwidth_stress/bin/arm/linux/fetch_bandwidth_stress --options=100000\ 1 --param system.cpu\[0\].adaptiveMemBlockRatioThres=0.0,5000000,/mnt/c/Users/garsy/Documents/18742project/gem5/runs/adaptive/v2/fetch_bw_fw2_test/latest,fetch_bw_fw2_test,/mnt/c/Users/garsy/Documents/18742project/gem5/runs/adaptive/v2/fetch_bw_fw2_test/latest/adaptive_config_summary.md,2026-04-13T08:57:13-04:00,100000 1,workloads/fetch_bandwidth_stress/bin/arm/linux/fetch_bandwidth_stress,4747878,C:\Users\garsy\Documents\18742project\gem5\runs\adaptive\v2\fetch_bw_fw2_test\latest,5000016,0.002374,,,76.088376,48.368857,0.000309,0.997939,0.000000,0.001157,,,,,949,100.00,5000,949,100.00,,,0.00,,,0,2,96,0,0,0,system.cpu[0].adaptiveMemBlockRatioThres=0.0,,,,,,,,,
formal_gapbs_bc_g20_fw4cap128,adaptive_v2,18415895000,50000000,1.357523,0.736636,,,,14708,4634,,141.29,/mnt/c/Users/garsy/Documents/18742project/gem5/build/ARM/gem5.opt.bak_20260402_010655 --outdir=/mnt/c/Users/garsy/Documents/18742project/gem5/runs/adaptive/v2/formal_gapbs_bc_g20_fw4cap128/archive/2026-04-02T16_45_32-04_00 /mnt/c/Users/garsy/Documents/18742project/gem5/configs/deprecated/example/se.py -n 1 --cpu-type=DerivO3CPU --caches --l2cache --mem-size=2GB --maxinsts=50000000 --param system.cpu\[0\].enableStallAdaptive=True --param system.cpu\[0\].adaptiveWindowCycles=2500 --param system.cpu\[0\].adaptiveSwitchHysteresis=1 --param system.cpu\[0\].adaptiveMinModeWindows=1 --param system.cpu\[0\].adaptiveConservativeFetchWidth=4 --param system.cpu\[0\].adaptiveConservativeInflightCap=128 --param system.cpu\[0\].adaptiveConservativeIQCap=0 --param system.cpu\[0\].adaptiveConservativeLSQCap=0 --param system.cpu\[0\].adaptiveConservativeRenameWidth=0 --param system.cpu\[0\].adaptiveConservativeDispatchWidth=0 --param system.cpu\[0\].adaptiveMemBlockRatioThres=0.12 --param system.cpu\[0\].adaptiveOutstandingMissThres=12 -c /mnt/c/Users/garsy/Documents/18742project/gem5/workloads/external/gapbs/bc --options=-g\ 20\ -n\ 1,50000000,/mnt/c/Users/garsy/Documents/18742project/gem5/runs/adaptive/v2/formal_gapbs_bc_g20_fw4cap128/archive/2026-04-02T16_45_32-04_00,formal_gapbs_bc_g20_fw4cap128,,2026-04-02T16:45:32-04:00,-g 20 -n 1,/mnt/c/Users/garsy/Documents/18742project/gem5/workloads/external/gapbs/bc,36831791,C:\Users\garsy\Documents\18742project\gem5\runs\adaptive\v2\formal_gapbs_bc_g20_fw4cap128\archive\2026-04-02T16_45_32-04_00,51462344,0.018416,,,42.680451,9.087051,0.083535,0.660429,0.000073,0.221660,7697,52.33,5,0.03,7000,47.59,2500,7004,47.62,7704,52.38,31.51,6,0.04,,,,,,,,/mnt/c/Users/garsy/Documents/18742project/gem5/runs/adaptive/v2,,,,,,,,
formal_gapbs_bc_g20_fw5cap160,adaptive_v2,18393503500,50000000,1.359176,0.735740,,,,14690,4616,,138.21,/mnt/c/Users/garsy/Documents/18742project/gem5/build/ARM/gem5.opt.bak_20260402_010655 --outdir=/mnt/c/Users/garsy/Documents/18742project/gem5/runs/adaptive/v2/formal_gapbs_bc_g20_fw5cap160/archive/2026-04-02T16_47_55-04_00 /mnt/c/Users/garsy/Documents/18742project/gem5/configs/deprecated/example/se.py -n 1 --cpu-type=DerivO3CPU --caches --l2cache --mem-size=2GB --maxinsts=50000000 --param system.cpu\[0\].enableStallAdaptive=True --param system.cpu\[0\].adaptiveWindowCycles=2500 --param system.cpu\[0\].adaptiveSwitchHysteresis=1 --param system.cpu\[0\].adaptiveMinModeWindows=1 --param system.cpu\[0\].adaptiveConservativeFetchWidth=5 --param system.cpu\[0\].adaptiveConservativeInflightCap=160 --param system.cpu\[0\].adaptiveConservativeIQCap=0 --param system.cpu\[0\].adaptiveConservativeLSQCap=0 --param system.cpu\[0\].adaptiveConservativeRenameWidth=0 --param system.cpu\[0\].adaptiveConservativeDispatchWidth=0 --param system.cpu\[0\].adaptiveMemBlockRatioThres=0.12 --param system.cpu\[0\].adaptiveOutstandingMissThres=12 -c /mnt/c/Users/garsy/Documents/18742project/gem5/workloads/external/gapbs/bc --options=-g\ 20\ -n\ 1,50000000,/mnt/c/Users/garsy/Documents/18742project/gem5/runs/adaptive/v2/formal_gapbs_bc_g20_fw5cap160/archive/2026-04-02T16_47_55-04_00,formal_gapbs_bc_g20_fw5cap160,,2026-04-02T16:47:55-04:00,-g 20 -n 1,/mnt/c/Users/garsy/Documents/18742project/gem5/workloads/external/gapbs/bc,36787008,C:\Users\garsy\Documents\18742project\gem5\runs\adaptive\v2\formal_gapbs_bc_g20_fw5cap160\archive\2026-04-02T16_47_55-04_00,51462344,0.018394,,,43.044925,9.107532,0.084364,0.653258,0.000057,0.224230,8269,56.29,2,0.01,6414,43.66,2500,6413,43.66,8277,56.34,31.42,5,0.03,,,,,,,,/mnt/c/Users/garsy/Documents/18742project/gem5/runs/adaptive/v2,,,,,,,,
formal_gapbs_bc_powsaver,adaptive_v2,21558115000,50000000,1.159656,0.862325,,,,17222,12732,,146.26,/mnt/c/Users/garsy/Documents/18742project/gem5/build/ARM/gem5.opt.bak_20260402_010655 --outdir=/mnt/c/Users/garsy/Documents/18742project/gem5/runs/adaptive/v2/formal_gapbs_bc_powsaver/archive/2026-04-02T14_02_12-04_00 /mnt/c/Users/garsy/Documents/18742project/gem5/configs/deprecated/example/se.py -n 1 --cpu-type=DerivO3CPU --caches --l2cache --mem-size=2GB --maxinsts=50000000 --param system.cpu\[0\].enableStallAdaptive=True --param system.cpu\[0\].adaptiveWindowCycles=2500 --param system.cpu\[0\].adaptiveSwitchHysteresis=1 --param system.cpu\[0\].adaptiveMinModeWindows=1 --param system.cpu\[0\].adaptiveConservativeFetchWidth=1 --param system.cpu\[0\].adaptiveConservativeInflightCap=64 --param system.cpu\[0\].adaptiveConservativeIQCap=0 --param system.cpu\[0\].adaptiveConservativeLSQCap=0 --param system.cpu\[0\].adaptiveConservativeRenameWidth=0 --param system.cpu\[0\].adaptiveConservativeDispatchWidth=0 --param system.cpu\[0\].adaptiveMemBlockRatioThres=0.12 --param system.cpu\[0\].adaptiveOutstandingMissThres=12 -c /mnt/c/Users/garsy/Documents/18742project/gem5/workloads/external/gapbs/bc --options=-g\ 20\ -n\ 1 --param system.cpu\[0\].adaptiveSwitchHysteresis=0 --param system.cpu\[0\].adaptiveMinModeWindows=0 --param system.cpu\[0\].adaptiveMemBlockRatioThres=0.08 --param system.cpu\[0\].adaptiveOutstandingMissThres=6,50000000,/mnt/c/Users/garsy/Documents/18742project/gem5/runs/adaptive/v2/formal_gapbs_bc_powsaver/archive/2026-04-02T14_02_12-04_00,formal_gapbs_bc_powsaver,,2026-04-02T14:02:12-04:00,-g 20 -n 1,/mnt/c/Users/garsy/Documents/18742project/gem5/workloads/external/gapbs/bc,43116231,C:\Users\garsy\Documents\18742project\gem5\runs\adaptive\v2\formal_gapbs_bc_powsaver\archive\2026-04-02T14_02_12-04_00,51462344,0.021558,,,32.185993,6.691038,0.072418,0.724553,0.000080,0.175147,6366,36.96,14,0.08,10619,61.66,2500,10633,61.74,6589,38.26,73.93,223,1.29,,,,,,,,/mnt/c/Users/garsy/Documents/18742project/gem5/runs/adaptive/v2,,,,,,,,
formal_gapbs_bc_v2,adaptive_v2,19055856000,50000000,1.311933,0.762234,,,,7610,3406,,133.18,/mnt/c/Users/garsy/Documents/18742project/gem5/build/ARM/gem5.opt --outdir=/mnt/c/Users/garsy/Documents/18742project/gem5/runs/adaptive/v2/formal_gapbs_bc_v2/archive/2026-04-02T12_54_19-04_00 /mnt/c/Users/garsy/Documents/18742project/gem5/configs/deprecated/example/se.py -n 1 --cpu-type=DerivO3CPU --caches --l2cache --mem-size=2GB --maxinsts=50000000 --param system.cpu\[0\].enableStallAdaptive=True --param system.cpu\[0\].adaptiveWindowCycles=5000 --param system.cpu\[0\].adaptiveSwitchHysteresis=1 --param system.cpu\[0\].adaptiveMinModeWindows=1 --param system.cpu\[0\].adaptiveConservativeFetchWidth=2 --param system.cpu\[0\].adaptiveConservativeInflightCap=96 --param system.cpu\[0\].adaptiveConservativeIQCap=0 --param system.cpu\[0\].adaptiveConservativeLSQCap=0 --param system.cpu\[0\].adaptiveConservativeRenameWidth=0 --param system.cpu\[0\].adaptiveConservativeDispatchWidth=0 --param system.cpu\[0\].adaptiveMemBlockRatioThres=0.12 --param system.cpu\[0\].adaptiveOutstandingMissThres=12 -c /mnt/c/Users/garsy/Documents/18742project/gem5/workloads/external/gapbs/bc --options=-g\ 20\ -n\ 1,50000000,/mnt/c/Users/garsy/Documents/18742project/gem5/runs/adaptive/v2/formal_gapbs_bc_v2/archive/2026-04-02T12_54_19-04_00,formal_gapbs_bc_v2,,2026-04-02T12:54:19-04:00,-g 20 -n 1,/mnt/c/Users/garsy/Documents/18742project/gem5/workloads/external/gapbs/bc,38111713,C:\Users\garsy\Documents\18742project\gem5\runs\adaptive\v2\formal_gapbs_bc_v2\archive\2026-04-02T12_54_19-04_00,51462344,0.019056,,,41.164964,8.639972,0.082863,0.667215,0.000073,0.210741,2972,39.05,5,0.07,4629,60.83,5000,4202,55.22,3408,44.78,44.76,4,0.05,,,,,,,,/mnt/c/Users/garsy/Documents/18742project/gem5/runs/adaptive/v2,,,,,,,,
formal_gapbs_bfs_g20_fw5cap160,adaptive_v2,18176601500,50000001,1.375395,0.727064,,,,14517,4619,,129.21,/mnt/c/Users/garsy/Documents/18742project/gem5/build/ARM/gem5.opt.bak_20260402_010655 --outdir=/mnt/c/Users/garsy/Documents/18742project/gem5/runs/adaptive/v2/formal_gapbs_bfs_g20_fw5cap160/archive/2026-04-02T16_30_42-04_00 /mnt/c/Users/garsy/Documents/18742project/gem5/configs/deprecated/example/se.py -n 1 --cpu-type=DerivO3CPU --caches --l2cache --mem-size=2GB --maxinsts=50000000 --param system.cpu\[0\].enableStallAdaptive=True --param system.cpu\[0\].adaptiveWindowCycles=2500 --param system.cpu\[0\].adaptiveSwitchHysteresis=1 --param system.cpu\[0\].adaptiveMinModeWindows=1 --param system.cpu\[0\].adaptiveConservativeFetchWidth=5 --param system.cpu\[0\].adaptiveConservativeInflightCap=160 --param system.cpu\[0\].adaptiveConservativeIQCap=0 --param system.cpu\[0\].adaptiveConservativeLSQCap=0 --param system.cpu\[0\].adaptiveConservativeRenameWidth=0 --param system.cpu\[0\].adaptiveConservativeDispatchWidth=0 --param system.cpu\[0\].adaptiveMemBlockRatioThres=0.12 --param system.cpu\[0\].adaptiveOutstandingMissThres=12 -c /mnt/c/Users/garsy/Documents/18742project/gem5/workloads/external/gapbs/bfs --options=-g\ 20\ -n\ 1,50000000,/mnt/c/Users/garsy/Documents/18742project/gem5/runs/adaptive/v2/formal_gapbs_bfs_g20_fw5cap160/archive/2026-04-02T16_30_42-04_00,formal_gapbs_bfs_g20_fw5cap160,,2026-04-02T16:30:42-04:00,-g 20 -n 1,/mnt/c/Users/garsy/Documents/18742project/gem5/workloads/external/gapbs/bfs,36353204,C:\Users\garsy\Documents\18742project\gem5\runs\adaptive\v2\formal_gapbs_bfs_g20_fw5cap160\archive\2026-04-02T16_30_42-04_00,51461763,0.018177,,,42.726874,9.104843,0.084369,0.653380,0.000048,0.220054,7997,55.09,6,0.04,6512,44.86,2500,6539,45.04,7978,54.96,31.82,2,0.01,,,,,,,,/mnt/c/Users/garsy/Documents/18742project/gem5/runs/adaptive/v2,,,,,,,,
formal_gapbs_bfs_g20_gentle,adaptive_v2,18234596500,50000001,1.371020,0.729384,,,,14563,4649,,128.20,/mnt/c/Users/garsy/Documents/18742project/gem5/build/ARM/gem5.opt.bak_20260402_010655 --outdir=/mnt/c/Users/garsy/Documents/18742project/gem5/runs/adaptive/v2/formal_gapbs_bfs_g20_gentle/archive/2026-04-02T15_06_06-04_00 /mnt/c/Users/garsy/Documents/18742project/gem5/configs/deprecated/example/se.py -n 1 --cpu-type=DerivO3CPU --caches --l2cache --mem-size=2GB --maxinsts=50000000 --param system.cpu\[0\].enableStallAdaptive=True --param system.cpu\[0\].adaptiveWindowCycles=2500 --param system.cpu\[0\].adaptiveSwitchHysteresis=1 --param system.cpu\[0\].adaptiveMinModeWindows=1 --param system.cpu\[0\].adaptiveConservativeFetchWidth=4 --param system.cpu\[0\].adaptiveConservativeInflightCap=128 --param system.cpu\[0\].adaptiveConservativeIQCap=0 --param system.cpu\[0\].adaptiveConservativeLSQCap=0 --param system.cpu\[0\].adaptiveConservativeRenameWidth=0 --param system.cpu\[0\].adaptiveConservativeDispatchWidth=0 --param system.cpu\[0\].adaptiveMemBlockRatioThres=0.12 --param system.cpu\[0\].adaptiveOutstandingMissThres=12 -c /mnt/c/Users/garsy/Documents/18742project/gem5/workloads/external/gapbs/bfs --options=-g\ 20\ -n\ 1,50000000,/mnt/c/Users/garsy/Documents/18742project/gem5/runs/adaptive/v2/formal_gapbs_bfs_g20_gentle/archive/2026-04-02T15_06_06-04_00,formal_gapbs_bfs_g20_gentle,,2026-04-02T15:06:06-04:00,-g 20 -n 1,/mnt/c/Users/garsy/Documents/18742project/gem5/workloads/external/gapbs/bfs,36469194,C:\Users\garsy\Documents\18742project\gem5\runs\adaptive\v2\formal_gapbs_bfs_g20_gentle\archive\2026-04-02T15_06_06-04_00,51461763,0.018235,,,42.303519,9.043436,0.084579,0.659419,0.000046,0.219154,7090,48.69,4,0.03,7465,51.26,2500,7448,51.14,7115,48.86,31.92,4,0.03,,,,,,,,/mnt/c/Users/garsy/Documents/18742project/gem5/runs/adaptive/v2,,,,,,,,
formal_gapbs_bfs_powsaver,adaptive_v2,22868816500,50000001,1.093192,0.914753,,,,18271,10926,,141.56,/mnt/c/Users/garsy/Documents/18742project/gem5/build/ARM/gem5.opt.bak_20260402_010655 --outdir=/mnt/c/Users/garsy/Documents/18742project/gem5/runs/adaptive/v2/formal_gapbs_bfs_powsaver/archive/2026-04-02T13_59_49-04_00 /mnt/c/Users/garsy/Documents/18742project/gem5/configs/deprecated/example/se.py -n 1 --cpu-type=DerivO3CPU --caches --l2cache --mem-size=2GB --maxinsts=50000000 --param system.cpu\[0\].enableStallAdaptive=True --param system.cpu\[0\].adaptiveWindowCycles=2500 --param system.cpu\[0\].adaptiveSwitchHysteresis=1 --param system.cpu\[0\].adaptiveMinModeWindows=1 --param system.cpu\[0\].adaptiveConservativeFetchWidth=1 --param system.cpu\[0\].adaptiveConservativeInflightCap=64 --param system.cpu\[0\].adaptiveConservativeIQCap=0 --param system.cpu\[0\].adaptiveConservativeLSQCap=0 --param system.cpu\[0\].adaptiveConservativeRenameWidth=0 --param system.cpu\[0\].adaptiveConservativeDispatchWidth=0 --param system.cpu\[0\].adaptiveMemBlockRatioThres=0.12 --param system.cpu\[0\].adaptiveOutstandingMissThres=12 -c /mnt/c/Users/garsy/Documents/18742project/gem5/workloads/external/gapbs/bfs --options=-g\ 20\ -n\ 1 --param system.cpu\[0\].adaptiveSwitchHysteresis=0 --param system.cpu\[0\].adaptiveMinModeWindows=0 --param system.cpu\[0\].adaptiveMemBlockRatioThres=0.08 --param system.cpu\[0\].adaptiveOutstandingMissThres=6,50000000,/mnt/c/Users/garsy/Documents/18742project/gem5/runs/adaptive/v2/formal_gapbs_bfs_powsaver/archive/2026-04-02T13_59_49-04_00,formal_gapbs_bfs_powsaver,,2026-04-02T13:59:49-04:00,-g 20 -n 1,/mnt/c/Users/garsy/Documents/18742project/gem5/workloads/external/gapbs/bfs,45737634,C:\Users\garsy\Documents\18742project\gem5\runs\adaptive\v2\formal_gapbs_bfs_powsaver\archive\2026-04-02T13_59_49-04_00,51461763,0.022869,,,28.567905,6.020092,0.063936,0.752787,0.000039,0.155168,5463,29.90,13,0.07,9611,52.60,2500,9624,52.67,8647,47.33,59.80,3184,17.43,,,,,,,,/mnt/c/Users/garsy/Documents/18742project/gem5/runs/adaptive/v2,,,,,,,,
formal_gapbs_bfs_v2,adaptive_v2,19623093500,50000001,1.274009,0.784924,,,,7837,3108,,132.25,/mnt/c/Users/garsy/Documents/18742project/gem5/build/ARM/gem5.opt --outdir=/mnt/c/Users/garsy/Documents/18742project/gem5/runs/adaptive/v2/formal_gapbs_bfs_v2/archive/2026-04-02T12_49_43-04_00 /mnt/c/Users/garsy/Documents/18742project/gem5/configs/deprecated/example/se.py -n 1 --cpu-type=DerivO3CPU --caches --l2cache --mem-size=2GB --maxinsts=50000000 --param system.cpu\[0\].enableStallAdaptive=True --param system.cpu\[0\].adaptiveWindowCycles=5000 --param system.cpu\[0\].adaptiveSwitchHysteresis=1 --param system.cpu\[0\].adaptiveMinModeWindows=1 --param system.cpu\[0\].adaptiveConservativeFetchWidth=2 --param system.cpu\[0\].adaptiveConservativeInflightCap=96 --param system.cpu\[0\].adaptiveConservativeIQCap=0 --param system.cpu\[0\].adaptiveConservativeLSQCap=0 --param system.cpu\[0\].adaptiveConservativeRenameWidth=0 --param system.cpu\[0\].adaptiveConservativeDispatchWidth=0 --param system.cpu\[0\].adaptiveMemBlockRatioThres=0.12 --param system.cpu\[0\].adaptiveOutstandingMissThres=12 -c /mnt/c/Users/garsy/Documents/18742project/gem5/workloads/external/gapbs/bfs --options=-g\ 20\ -n\ 1,50000000,/mnt/c/Users/garsy/Documents/18742project/gem5/runs/adaptive/v2/formal_gapbs_bfs_v2/archive/2026-04-02T12_49_43-04_00,formal_gapbs_bfs_v2,,2026-04-02T12:49:43-04:00,-g 20 -n 1,/mnt/c/Users/garsy/Documents/18742project/gem5/workloads/external/gapbs/bfs,39246188,C:\Users\garsy\Documents\18742project\gem5\runs\adaptive\v2\formal_gapbs_bfs_v2\archive\2026-04-02T12_49_43-04_00,51461763,0.019623,,,28.180418,5.807934,0.076317,0.687070,0.000034,0.204545,2705,34.52,2,0.03,4402,56.17,5000,4079,52.05,3758,47.95,39.66,728,9.29,,,,,,,,/mnt/c/Users/garsy/Documents/18742project/gem5/runs/adaptive/v2,,,,,,,,
formal_gapbs_cc_g20_fw4cap128,adaptive_v2,18157727500,50000000,1.376824,0.726309,,,,14502,4635,,119.95,/mnt/c/Users/garsy/Documents/18742project/gem5/build/ARM/gem5.opt.bak_20260402_010655 --outdir=/mnt/c/Users/garsy/Documents/18742project/gem5/runs/adaptive/v2/formal_gapbs_cc_g20_fw4cap128/archive/2026-04-02T19_08_19-04_00 /mnt/c/Users/garsy/Documents/18742project/gem5/configs/deprecated/example/se.py -n 1 --cpu-type=DerivO3CPU --caches --l2cache --mem-size=2GB --maxinsts=50000000 --param system.cpu\[0\].enableStallAdaptive=True --param system.cpu\[0\].adaptiveWindowCycles=2500 --param system.cpu\[0\].adaptiveSwitchHysteresis=1 --param system.cpu\[0\].adaptiveMinModeWindows=1 --param system.cpu\[0\].adaptiveConservativeFetchWidth=4 --param system.cpu\[0\].adaptiveConservativeInflightCap=128 --param system.cpu\[0\].adaptiveConservativeIQCap=0 --param system.cpu\[0\].adaptiveConservativeLSQCap=0 --param system.cpu\[0\].adaptiveConservativeRenameWidth=0 --param system.cpu\[0\].adaptiveConservativeDispatchWidth=0 --param system.cpu\[0\].adaptiveMemBlockRatioThres=0.12 --param system.cpu\[0\].adaptiveOutstandingMissThres=12 -c /mnt/c/Users/garsy/Documents/18742project/gem5/workloads/external/gapbs/cc --options=-g\ 20\ -n\ 1,50000000,/mnt/c/Users/garsy/Documents/18742project/gem5/runs/adaptive/v2/formal_gapbs_cc_g20_fw4cap128/archive/2026-04-02T19_08_19-04_00,formal_gapbs_cc_g20_fw4cap128,,2026-04-02T19:08:19-04:00,-g 20 -n 1,/mnt/c/Users/garsy/Documents/18742project/gem5/workloads/external/gapbs/cc,36315456,C:\Users\garsy\Documents\18742project\gem5\runs\adaptive\v2\formal_gapbs_cc_g20_fw4cap128\archive\2026-04-02T19_08_19-04_00,51461748,0.018158,,,42.022276,8.987729,0.079265,0.672593,0.000047,0.211775,4414,30.44,3,0.02,10082,69.52,2500,9621,66.34,4881,33.66,31.96,3,0.02,,,,,,,,/mnt/c/Users/garsy/Documents/18742project/gem5/runs/adaptive/v2,,,,,,,,
formal_gapbs_cc_g20_fw5cap160,adaptive_v2,18061429000,50000000,1.384165,0.722457,,,,14425,4605,,121.96,/mnt/c/Users/garsy/Documents/18742project/gem5/build/ARM/gem5.opt.bak_20260402_010655 --outdir=/mnt/c/Users/garsy/Documents/18742project/gem5/runs/adaptive/v2/formal_gapbs_cc_g20_fw5cap160/archive/2026-04-02T19_10_19-04_00 /mnt/c/Users/garsy/Documents/18742project/gem5/configs/deprecated/example/se.py -n 1 --cpu-type=DerivO3CPU --caches --l2cache --mem-size=2GB --maxinsts=50000000 --param system.cpu\[0\].enableStallAdaptive=True --param system.cpu\[0\].adaptiveWindowCycles=2500 --param system.cpu\[0\].adaptiveSwitchHysteresis=1 --param system.cpu\[0\].adaptiveMinModeWindows=1 --param system.cpu\[0\].adaptiveConservativeFetchWidth=5 --param system.cpu\[0\].adaptiveConservativeInflightCap=160 --param system.cpu\[0\].adaptiveConservativeIQCap=0 --param system.cpu\[0\].adaptiveConservativeLSQCap=0 --param system.cpu\[0\].adaptiveConservativeRenameWidth=0 --param system.cpu\[0\].adaptiveConservativeDispatchWidth=0 --param system.cpu\[0\].adaptiveMemBlockRatioThres=0.12 --param system.cpu\[0\].adaptiveOutstandingMissThres=12 -c /mnt/c/Users/garsy/Documents/18742project/gem5/workloads/external/gapbs/cc --options=-g\ 20\ -n\ 1,50000000,/mnt/c/Users/garsy/Documents/18742project/gem5/runs/adaptive/v2/formal_gapbs_cc_g20_fw5cap160/archive/2026-04-02T19_10_19-04_00,formal_gapbs_cc_g20_fw5cap160,,2026-04-02T19:10:19-04:00,-g 20 -n 1,/mnt/c/Users/garsy/Documents/18742project/gem5/workloads/external/gapbs/cc,36122859,C:\Users\garsy\Documents\18742project\gem5\runs\adaptive\v2\formal_gapbs_cc_g20_fw5cap160\archive\2026-04-02T19_10_19-04_00,51461748,0.018061,,,43.382001,9.127474,0.085868,0.650188,0.000062,0.223313,8329,57.74,3,0.02,6089,42.21,2500,6090,42.22,8335,57.78,31.92,4,0.03,,,,,,,,/mnt/c/Users/garsy/Documents/18742project/gem5/runs/adaptive/v2,,,,,,,,
